ws_p300/defs/patch_p300.def:soil_depth,ws_p300/defs/veg_p300_conifer.def:epc.alloc_frootc_leafc,ws_p300/defs/veg_p300_conifer.def:epc.alloc_crootc_stemc,ws_p300/defs/veg_p300_conifer.def:epc.alloc_stemc_leafc,ws_p300/defs/veg_p300_conifer.def:epc.alloc_livewoodc_woodc,ws_p300/defs/veg_p300_conifer.def:epc.leaf_turnover,ws_p300/defs/veg_p300_conifer.def:epc.livewood_turnover,ws_p300/defs/veg_p300_conifer.def:epc.branch_turnover,ws_p300/defs/veg_p300_conifer.def:epc.height_to_stem_coef,ws_p300/defs/veg_p300_shrub.def:epc.alloc_frootc_leafc,ws_p300/defs/veg_p300_shrub.def:epc.alloc_crootc_stemc,ws_p300/defs/veg_p300_shrub.def:epc.alloc_stemc_leafc,ws_p300/defs/veg_p300_shrub.def:epc.alloc_livewoodc_woodc,ws_p300/defs/veg_p300_shrub.def:epc.leaf_turnover,ws_p300/defs/veg_p300_shrub.def:epc.livewood_turnover,ws_p300/defs/veg_p300_shrub.def:epc.branch_turnover,ws_p300/defs/veg_p300_shrub.def:epc.height_to_stem_coef,m,k,m_v,k_v,pa,po,gw1,gw2,all_id
4.40700915884227,1.4,0.264842678252608,0.4,0.514933128505945,0.251246564639732,0.461933565288782,0.00277449383968487,11.2934205533937,1.4,0.361057779528201,0.2,0.891473932038061,0.435005222866312,0.0554983170051128,0.0104552414035425,3.47885157391429,2,2,2,2,7.80907561415806,0.562805265923962,0.162149246618431,0.2,5
